Date,Injected,Country
"Tuesday, December 1, 2020",0,Burundi
"Wednesday, December 2, 2020",0,Burundi
"Thursday, December 3, 2020",0,Burundi
"Friday, December 4, 2020",0,Burundi
"Saturday, December 5, 2020",0,Burundi
"Sunday, December 6, 2020",0,Burundi
"Monday, December 7, 2020",0,Burundi
"Tuesday, December 8, 2020",0,Burundi
"Wednesday, December 9, 2020",0,Burundi
"Thursday, December 10, 2020",0,Burundi
"Friday, December 11, 2020",0,Burundi
"Saturday, December 12, 2020",0,Burundi
"Sunday, December 13, 2020",0,Burundi
"Monday, December 14, 2020",0,Burundi
"Tuesday, December 15, 2020",0,Burundi
"Wednesday, December 16, 2020",0,Burundi
"Thursday, December 17, 2020",0,Burundi
"Friday, December 18, 2020",0,Burundi
"Saturday, December 19, 2020",0,Burundi
"Sunday, December 20, 2020",0,Burundi
"Monday, December 21, 2020",0,Burundi
"Tuesday, December 22, 2020",0,Burundi
"Wednesday, December 23, 2020",0,Burundi
"Thursday, December 24, 2020",0,Burundi
"Friday, December 25, 2020",0,Burundi
"Saturday, December 26, 2020",0,Burundi
"Sunday, December 27, 2020",0,Burundi
"Monday, December 28, 2020",0,Burundi
"Tuesday, December 29, 2020",0,Burundi
"Wednesday, December 30, 2020",0,Burundi
"Thursday, December 31, 2020",0,Burundi
"Friday, January 1, 2021",0,Burundi
"Saturday, January 2, 2021",0,Burundi
"Sunday, January 3, 2021",0,Burundi
"Monday, January 4, 2021",0,Burundi
"Tuesday, January 5, 2021",0,Burundi
"Wednesday, January 6, 2021",0,Burundi
"Thursday, January 7, 2021",0,Burundi
"Friday, January 8, 2021",0,Burundi
"Saturday, January 9, 2021",0,Burundi
"Sunday, January 10, 2021",0,Burundi
"Monday, January 11, 2021",0,Burundi
"Tuesday, January 12, 2021",0,Burundi
"Wednesday, January 13, 2021",0,Burundi
"Thursday, January 14, 2021",0,Burundi
"Friday, January 15, 2021",0,Burundi
"Saturday, January 16, 2021",0,Burundi
"Sunday, January 17, 2021",0,Burundi
"Monday, January 18, 2021",0,Burundi
"Tuesday, January 19, 2021",0,Burundi
"Wednesday, January 20, 2021",0,Burundi
"Thursday, January 21, 2021",0,Burundi
"Friday, January 22, 2021",0,Burundi
"Saturday, January 23, 2021",0,Burundi
"Sunday, January 24, 2021",0,Burundi
"Monday, January 25, 2021",0,Burundi
"Tuesday, January 26, 2021",0,Burundi
"Wednesday, January 27, 2021",0,Burundi
"Thursday, January 28, 2021",0,Burundi
"Friday, January 29, 2021",0,Burundi
"Saturday, January 30, 2021",0,Burundi
"Sunday, January 31, 2021",0,Burundi
"Monday, February 1, 2021",0,Burundi
"Tuesday, February 2, 2021",0,Burundi
"Wednesday, February 3, 2021",0,Burundi
"Thursday, February 4, 2021",0,Burundi
"Friday, February 5, 2021",0,Burundi
"Saturday, February 6, 2021",0,Burundi
"Sunday, February 7, 2021",0,Burundi
"Monday, February 8, 2021",0,Burundi
"Tuesday, February 9, 2021",0,Burundi
"Wednesday, February 10, 2021",0,Burundi
"Thursday, February 11, 2021",0,Burundi
"Friday, February 12, 2021",0,Burundi
"Saturday, February 13, 2021",0,Burundi
"Sunday, February 14, 2021",0,Burundi
"Monday, February 15, 2021",0,Burundi
"Tuesday, February 16, 2021",0,Burundi
"Wednesday, February 17, 2021",0,Burundi
"Thursday, February 18, 2021",0,Burundi
"Friday, February 19, 2021",0,Burundi
"Saturday, February 20, 2021",0,Burundi
"Sunday, February 21, 2021",0,Burundi
"Monday, February 22, 2021",0,Burundi
"Tuesday, February 23, 2021",0,Burundi
"Wednesday, February 24, 2021",0,Burundi
"Thursday, February 25, 2021",0,Burundi
"Friday, February 26, 2021",0,Burundi
"Saturday, February 27, 2021",0,Burundi
"Sunday, February 28, 2021",0,Burundi
"Monday, March 1, 2021",0,Burundi
"Tuesday, March 2, 2021",0,Burundi
"Wednesday, March 3, 2021",0,Burundi
"Thursday, March 4, 2021",0,Burundi
"Friday, March 5, 2021",0,Burundi
"Saturday, March 6, 2021",0,Burundi
"Sunday, March 7, 2021",0,Burundi
"Monday, March 8, 2021",0,Burundi
"Tuesday, March 9, 2021",0,Burundi
"Wednesday, March 10, 2021",0,Burundi
"Thursday, March 11, 2021",0,Burundi
"Friday, March 12, 2021",0,Burundi
"Saturday, March 13, 2021",0,Burundi
"Sunday, March 14, 2021",0,Burundi
"Monday, March 15, 2021",0,Burundi
"Tuesday, March 16, 2021",0,Burundi
"Wednesday, March 17, 2021",0,Burundi
"Thursday, March 18, 2021",0,Burundi
"Friday, March 19, 2021",0,Burundi
"Saturday, March 20, 2021",0,Burundi
"Sunday, March 21, 2021",0,Burundi
"Monday, March 22, 2021",0,Burundi
"Tuesday, March 23, 2021",0,Burundi
"Wednesday, March 24, 2021",0,Burundi
"Thursday, March 25, 2021",0,Burundi
"Friday, March 26, 2021",0,Burundi
"Saturday, March 27, 2021",0,Burundi
"Sunday, March 28, 2021",0,Burundi
"Monday, March 29, 2021",0,Burundi
"Tuesday, March 30, 2021",0,Burundi
"Wednesday, March 31, 2021",0,Burundi
"Thursday, April 1, 2021",0,Burundi
"Friday, April 2, 2021",0,Burundi
"Saturday, April 3, 2021",0,Burundi
"Sunday, April 4, 2021",0,Burundi
"Monday, April 5, 2021",0,Burundi
"Tuesday, April 6, 2021",0,Burundi
"Wednesday, April 7, 2021",0,Burundi
"Thursday, April 8, 2021",0,Burundi
"Friday, April 9, 2021",0,Burundi
"Saturday, April 10, 2021",0,Burundi
"Sunday, April 11, 2021",0,Burundi
"Monday, April 12, 2021",0,Burundi
"Tuesday, April 13, 2021",0,Burundi
"Wednesday, April 14, 2021",0,Burundi
"Thursday, April 15, 2021",0,Burundi
"Friday, April 16, 2021",0,Burundi
"Saturday, April 17, 2021",0,Burundi
"Sunday, April 18, 2021",0,Burundi
"Monday, April 19, 2021",0,Burundi
"Tuesday, April 20, 2021",0,Burundi
"Wednesday, April 21, 2021",0,Burundi
"Thursday, April 22, 2021",0,Burundi
"Friday, April 23, 2021",0,Burundi
"Saturday, April 24, 2021",0,Burundi
"Sunday, April 25, 2021",0,Burundi
"Monday, April 26, 2021",0,Burundi
"Tuesday, April 27, 2021",0,Burundi
"Wednesday, April 28, 2021",0,Burundi
"Thursday, April 29, 2021",0,Burundi
"Friday, April 30, 2021",0,Burundi
"Saturday, May 1, 2021",0,Burundi
"Sunday, May 2, 2021",0,Burundi
"Monday, May 3, 2021",0,Burundi
"Tuesday, May 4, 2021",0,Burundi
"Wednesday, May 5, 2021",0,Burundi
"Thursday, May 6, 2021",0,Burundi
"Friday, May 7, 2021",0,Burundi
"Saturday, May 8, 2021",0,Burundi
"Sunday, May 9, 2021",0,Burundi
"Monday, May 10, 2021",0,Burundi
"Tuesday, May 11, 2021",0,Burundi
"Wednesday, May 12, 2021",0,Burundi
"Thursday, May 13, 2021",0,Burundi
"Friday, May 14, 2021",0,Burundi
"Saturday, May 15, 2021",0,Burundi
"Sunday, May 16, 2021",0,Burundi
"Monday, May 17, 2021",0,Burundi
"Tuesday, May 18, 2021",0,Burundi
"Wednesday, May 19, 2021",0,Burundi
"Thursday, May 20, 2021",0,Burundi
"Friday, May 21, 2021",0,Burundi
"Saturday, May 22, 2021",0,Burundi
"Sunday, May 23, 2021",0,Burundi
"Monday, May 24, 2021",0,Burundi
"Tuesday, May 25, 2021",0,Burundi
"Wednesday, May 26, 2021",0,Burundi
"Thursday, May 27, 2021",0,Burundi
"Friday, May 28, 2021",0,Burundi
"Saturday, May 29, 2021",0,Burundi
"Sunday, May 30, 2021",0,Burundi
"Monday, May 31, 2021",0,Burundi
"Tuesday, June 1, 2021",0,Burundi
"Wednesday, June 2, 2021",0,Burundi
"Thursday, June 3, 2021",0,Burundi
"Friday, June 4, 2021",0,Burundi
"Saturday, June 5, 2021",0,Burundi
"Sunday, June 6, 2021",0,Burundi
"Monday, June 7, 2021",0,Burundi
"Tuesday, June 8, 2021",0,Burundi
"Wednesday, June 9, 2021",0,Burundi
"Thursday, June 10, 2021",0,Burundi
"Friday, June 11, 2021",0,Burundi
"Saturday, June 12, 2021",0,Burundi
"Sunday, June 13, 2021",0,Burundi
"Monday, June 14, 2021",0,Burundi
"Tuesday, June 15, 2021",0,Burundi
"Wednesday, June 16, 2021",0,Burundi
"Thursday, June 17, 2021",0,Burundi
"Friday, June 18, 2021",0,Burundi
"Saturday, June 19, 2021",0,Burundi
"Sunday, June 20, 2021",0,Burundi
"Monday, June 21, 2021",0,Burundi
"Tuesday, June 22, 2021",0,Burundi
"Wednesday, June 23, 2021",0,Burundi
"Thursday, June 24, 2021",0,Burundi
"Friday, June 25, 2021",0,Burundi
"Saturday, June 26, 2021",0,Burundi
"Sunday, June 27, 2021",0,Burundi
"Monday, June 28, 2021",0,Burundi
"Tuesday, June 29, 2021",0,Burundi
"Wednesday, June 30, 2021",0,Burundi
"Thursday, July 1, 2021",0,Burundi
"Friday, July 2, 2021",0,Burundi
"Saturday, July 3, 2021",0,Burundi
"Sunday, July 4, 2021",0,Burundi
"Monday, July 5, 2021",0,Burundi
"Tuesday, July 6, 2021",0,Burundi
"Wednesday, July 7, 2021",0,Burundi
"Thursday, July 8, 2021",0,Burundi
"Friday, July 9, 2021",0,Burundi
"Saturday, July 10, 2021",0,Burundi
"Sunday, July 11, 2021",0,Burundi
"Monday, July 12, 2021",0,Burundi
"Tuesday, July 13, 2021",0,Burundi
"Wednesday, July 14, 2021",0,Burundi
"Thursday, July 15, 2021",0,Burundi
"Friday, July 16, 2021",0,Burundi
"Saturday, July 17, 2021",0,Burundi
"Sunday, July 18, 2021",0,Burundi
"Monday, July 19, 2021",0,Burundi
"Tuesday, July 20, 2021",0,Burundi
"Wednesday, July 21, 2021",0,Burundi
"Thursday, July 22, 2021",0,Burundi
"Friday, July 23, 2021",0,Burundi
"Saturday, July 24, 2021",0,Burundi
"Sunday, July 25, 2021",0,Burundi
"Monday, July 26, 2021",0,Burundi
"Tuesday, July 27, 2021",0,Burundi
"Wednesday, July 28, 2021",0,Burundi
"Thursday, July 29, 2021",0,Burundi
"Friday, July 30, 2021",0,Burundi
"Saturday, July 31, 2021",0,Burundi
"Sunday, August 1, 2021",0,Burundi
"Monday, August 2, 2021",0,Burundi
"Tuesday, August 3, 2021",0,Burundi
"Wednesday, August 4, 2021",0,Burundi
"Thursday, August 5, 2021",0,Burundi
"Friday, August 6, 2021",0,Burundi
"Saturday, August 7, 2021",0,Burundi
"Sunday, August 8, 2021",0,Burundi
"Monday, August 9, 2021",0,Burundi
"Tuesday, August 10, 2021",0,Burundi
"Wednesday, August 11, 2021",0,Burundi
"Thursday, August 12, 2021",0,Burundi
"Friday, August 13, 2021",0,Burundi
"Saturday, August 14, 2021",0,Burundi
"Sunday, August 15, 2021",0,Burundi
"Monday, August 16, 2021",0,Burundi
"Tuesday, August 17, 2021",0,Burundi
"Wednesday, August 18, 2021",0,Burundi
"Thursday, August 19, 2021",0,Burundi
"Friday, August 20, 2021",0,Burundi
"Saturday, August 21, 2021",0,Burundi
"Sunday, August 22, 2021",0,Burundi
"Monday, August 23, 2021",0,Burundi
"Tuesday, August 24, 2021",0,Burundi
"Wednesday, August 25, 2021",0,Burundi
"Thursday, August 26, 2021",0,Burundi
"Friday, August 27, 2021",0,Burundi
"Saturday, August 28, 2021",0,Burundi
"Sunday, August 29, 2021",0,Burundi
"Monday, August 30, 2021",0,Burundi
"Tuesday, August 31, 2021",0,Burundi
"Wednesday, September 1, 2021",0,Burundi
"Thursday, September 2, 2021",0,Burundi
"Friday, September 3, 2021",0,Burundi
"Saturday, September 4, 2021",0,Burundi
"Sunday, September 5, 2021",0,Burundi
"Monday, September 6, 2021",0,Burundi
"Tuesday, September 7, 2021",0,Burundi
"Wednesday, September 8, 2021",0,Burundi
"Thursday, September 9, 2021",0,Burundi
"Friday, September 10, 2021",0,Burundi
"Saturday, September 11, 2021",0,Burundi
"Sunday, September 12, 2021",0,Burundi
"Monday, September 13, 2021",0,Burundi
"Tuesday, September 14, 2021",0,Burundi
"Wednesday, September 15, 2021",0,Burundi
"Thursday, September 16, 2021",0,Burundi
"Friday, September 17, 2021",0,Burundi
"Saturday, September 18, 2021",0,Burundi
"Sunday, September 19, 2021",0,Burundi
"Monday, September 20, 2021",0,Burundi
"Tuesday, September 21, 2021",0,Burundi
"Wednesday, September 22, 2021",0,Burundi
"Thursday, September 23, 2021",0,Burundi
"Friday, September 24, 2021",0,Burundi
"Saturday, September 25, 2021",0,Burundi
"Sunday, September 26, 2021",0,Burundi
"Monday, September 27, 2021",0,Burundi
"Tuesday, September 28, 2021",0,Burundi
"Wednesday, September 29, 2021",0,Burundi
"Thursday, September 30, 2021",0,Burundi
"Friday, October 1, 2021",0,Burundi
"Saturday, October 2, 2021",0,Burundi
"Sunday, October 3, 2021",0,Burundi
"Monday, October 4, 2021",0,Burundi
"Tuesday, October 5, 2021",0,Burundi
"Wednesday, October 6, 2021",0,Burundi
"Thursday, October 7, 2021",0,Burundi
"Friday, October 8, 2021",0,Burundi
"Saturday, October 9, 2021",0,Burundi
"Sunday, October 10, 2021",0,Burundi
"Monday, October 11, 2021",0,Burundi
"Tuesday, October 12, 2021",0,Burundi
"Wednesday, October 13, 2021",0,Burundi
"Thursday, October 14, 2021",0,Burundi
"Friday, October 15, 2021",0,Burundi
"Saturday, October 16, 2021",0,Burundi
"Sunday, October 17, 2021",0,Burundi
"Monday, October 18, 2021",0,Burundi
"Tuesday, December 1, 2020",0,Tanzania
"Thursday, December 3, 2020",0,Tanzania
"Friday, December 4, 2020",0,Tanzania
"Saturday, December 5, 2020",0,Tanzania
"Sunday, December 6, 2020",0,Tanzania
"Monday, December 7, 2020",0,Tanzania
"Tuesday, December 8, 2020",0,Tanzania
"Wednesday, December 9, 2020",0,Tanzania
"Thursday, December 10, 2020",0,Tanzania
"Friday, December 11, 2020",0,Tanzania
"Saturday, December 12, 2020",0,Tanzania
"Sunday, December 13, 2020",0,Tanzania
"Monday, December 14, 2020",0,Tanzania
"Tuesday, December 15, 2020",0,Tanzania
"Wednesday, December 16, 2020",0,Tanzania
"Thursday, December 17, 2020",0,Tanzania
"Friday, December 18, 2020",0,Tanzania
"Saturday, December 19, 2020",0,Tanzania
"Sunday, December 20, 2020",0,Tanzania
"Monday, December 21, 2020",0,Tanzania
"Tuesday, December 22, 2020",0,Tanzania
"Wednesday, December 23, 2020",0,Tanzania
"Thursday, December 24, 2020",0,Tanzania
"Friday, December 25, 2020",0,Tanzania
"Saturday, December 26, 2020",0,Tanzania
"Sunday, December 27, 2020",0,Tanzania
"Monday, December 28, 2020",0,Tanzania
"Tuesday, December 29, 2020",0,Tanzania
"Wednesday, December 30, 2020",0,Tanzania
"Thursday, December 31, 2020",0,Tanzania
"Friday, January 1, 2021",0,Tanzania
"Saturday, January 2, 2021",0,Tanzania
"Sunday, January 3, 2021",0,Tanzania
"Monday, January 4, 2021",0,Tanzania
"Tuesday, January 5, 2021",0,Tanzania
"Wednesday, January 6, 2021",0,Tanzania
"Thursday, January 7, 2021",0,Tanzania
"Friday, January 8, 2021",0,Tanzania
"Saturday, January 9, 2021",0,Tanzania
"Sunday, January 10, 2021",0,Tanzania
"Monday, January 11, 2021",0,Tanzania
"Tuesday, January 12, 2021",0,Tanzania
"Wednesday, January 13, 2021",0,Tanzania
"Thursday, January 14, 2021",0,Tanzania
"Friday, January 15, 2021",0,Tanzania
"Saturday, January 16, 2021",0,Tanzania
"Sunday, January 17, 2021",0,Tanzania
"Monday, January 18, 2021",0,Tanzania
"Tuesday, January 19, 2021",0,Tanzania
"Wednesday, January 20, 2021",0,Tanzania
"Thursday, January 21, 2021",0,Tanzania
"Friday, January 22, 2021",0,Tanzania
"Saturday, January 23, 2021",0,Tanzania
"Sunday, January 24, 2021",0,Tanzania
"Monday, January 25, 2021",0,Tanzania
"Tuesday, January 26, 2021",0,Tanzania
"Wednesday, January 27, 2021",0,Tanzania
"Thursday, January 28, 2021",0,Tanzania
"Friday, January 29, 2021",0,Tanzania
"Saturday, January 30, 2021",0,Tanzania
"Sunday, January 31, 2021",0,Tanzania
"Monday, February 1, 2021",0,Tanzania
"Tuesday, February 2, 2021",0,Tanzania
"Wednesday, February 3, 2021",0,Tanzania
"Thursday, February 4, 2021",0,Tanzania
"Friday, February 5, 2021",0,Tanzania
"Saturday, February 6, 2021",0,Tanzania
"Sunday, February 7, 2021",0,Tanzania
"Monday, February 8, 2021",0,Tanzania
"Tuesday, February 9, 2021",0,Tanzania
"Wednesday, February 10, 2021",0,Tanzania
"Thursday, February 11, 2021",0,Tanzania
"Friday, February 12, 2021",0,Tanzania
"Saturday, February 13, 2021",0,Tanzania
"Sunday, February 14, 2021",0,Tanzania
"Monday, February 15, 2021",0,Tanzania
"Tuesday, February 16, 2021",0,Tanzania
"Wednesday, February 17, 2021",0,Tanzania
"Thursday, February 18, 2021",0,Tanzania
"Friday, February 19, 2021",0,Tanzania
"Saturday, February 20, 2021",0,Tanzania
"Sunday, February 21, 2021",0,Tanzania
"Monday, February 22, 2021",0,Tanzania
"Tuesday, February 23, 2021",0,Tanzania
"Wednesday, February 24, 2021",0,Tanzania
"Thursday, February 25, 2021",0,Tanzania
"Friday, February 26, 2021",0,Tanzania
"Saturday, February 27, 2021",0,Tanzania
"Sunday, February 28, 2021",0,Tanzania
"Monday, March 1, 2021",0,Tanzania
"Tuesday, March 2, 2021",0,Tanzania
"Wednesday, March 3, 2021",0,Tanzania
"Thursday, March 4, 2021",0,Tanzania
"Friday, March 5, 2021",0,Tanzania
"Saturday, March 6, 2021",0,Tanzania
"Sunday, March 7, 2021",0,Tanzania
"Monday, March 8, 2021",0,Tanzania
"Tuesday, March 9, 2021",0,Tanzania
"Wednesday, March 10, 2021",0,Tanzania
"Thursday, March 11, 2021",0,Tanzania
"Friday, March 12, 2021",0,Tanzania
"Saturday, March 13, 2021",0,Tanzania
"Sunday, March 14, 2021",0,Tanzania
"Monday, March 15, 2021",0,Tanzania
"Tuesday, March 16, 2021",0,Tanzania
"Wednesday, March 17, 2021",0,Tanzania
"Thursday, March 18, 2021",0,Tanzania
"Friday, March 19, 2021",0,Tanzania
"Saturday, March 20, 2021",0,Tanzania
"Sunday, March 21, 2021",0,Tanzania
"Monday, March 22, 2021",0,Tanzania
"Tuesday, March 23, 2021",0,Tanzania
"Wednesday, March 24, 2021",0,Tanzania
"Thursday, March 25, 2021",0,Tanzania
"Friday, March 26, 2021",0,Tanzania
"Saturday, March 27, 2021",0,Tanzania
"Sunday, March 28, 2021",0,Tanzania
"Monday, March 29, 2021",0,Tanzania
"Tuesday, March 30, 2021",0,Tanzania
"Wednesday, March 31, 2021",0,Tanzania
"Thursday, April 1, 2021",0,Tanzania
"Friday, April 2, 2021",0,Tanzania
"Saturday, April 3, 2021",0,Tanzania
"Sunday, April 4, 2021",0,Tanzania
"Monday, April 5, 2021",0,Tanzania
"Tuesday, April 6, 2021",0,Tanzania
"Wednesday, April 7, 2021",0,Tanzania
"Thursday, April 8, 2021",0,Tanzania
"Friday, April 9, 2021",0,Tanzania
"Saturday, April 10, 2021",0,Tanzania
"Sunday, April 11, 2021",0,Tanzania
"Monday, April 12, 2021",0,Tanzania
"Tuesday, April 13, 2021",0,Tanzania
"Wednesday, April 14, 2021",0,Tanzania
"Thursday, April 15, 2021",0,Tanzania
"Friday, April 16, 2021",0,Tanzania
"Saturday, April 17, 2021",0,Tanzania
"Sunday, April 18, 2021",0,Tanzania
"Monday, April 19, 2021",0,Tanzania
"Tuesday, April 20, 2021",0,Tanzania
"Wednesday, April 21, 2021",0,Tanzania
"Thursday, April 22, 2021",0,Tanzania
"Friday, April 23, 2021",0,Tanzania
"Saturday, April 24, 2021",0,Tanzania
"Sunday, April 25, 2021",0,Tanzania
"Monday, April 26, 2021",0,Tanzania
"Tuesday, April 27, 2021",0,Tanzania
"Wednesday, April 28, 2021",0,Tanzania
"Thursday, April 29, 2021",0,Tanzania
"Friday, April 30, 2021",0,Tanzania
"Saturday, May 1, 2021",0,Tanzania
"Sunday, May 2, 2021",0,Tanzania
"Monday, May 3, 2021",0,Tanzania
"Tuesday, May 4, 2021",0,Tanzania
"Wednesday, May 5, 2021",0,Tanzania
"Thursday, May 6, 2021",0,Tanzania
"Friday, May 7, 2021",0,Tanzania
"Saturday, May 8, 2021",0,Tanzania
"Sunday, May 9, 2021",0,Tanzania
"Monday, May 10, 2021",0,Tanzania
"Tuesday, May 11, 2021",0,Tanzania
"Wednesday, May 12, 2021",0,Tanzania
"Thursday, May 13, 2021",0,Tanzania
"Friday, May 14, 2021",0,Tanzania
"Saturday, May 15, 2021",0,Tanzania
"Sunday, May 16, 2021",0,Tanzania
"Monday, May 17, 2021",0,Tanzania
"Tuesday, May 18, 2021",0,Tanzania
"Wednesday, May 19, 2021",0,Tanzania
"Thursday, May 20, 2021",0,Tanzania
"Friday, May 21, 2021",0,Tanzania
"Saturday, May 22, 2021",0,Tanzania
"Sunday, May 23, 2021",0,Tanzania
"Monday, May 24, 2021",0,Tanzania
"Tuesday, May 25, 2021",0,Tanzania
"Wednesday, May 26, 2021",0,Tanzania
"Thursday, May 27, 2021",0,Tanzania
"Friday, May 28, 2021",0,Tanzania
"Saturday, May 29, 2021",0,Tanzania
"Sunday, May 30, 2021",0,Tanzania
"Monday, May 31, 2021",0,Tanzania
"Tuesday, June 1, 2021",0,Tanzania
"Wednesday, June 2, 2021",0,Tanzania
"Thursday, June 3, 2021",0,Tanzania
"Friday, June 4, 2021",0,Tanzania
"Saturday, June 5, 2021",0,Tanzania
"Sunday, June 6, 2021",0,Tanzania
"Monday, June 7, 2021",0,Tanzania
"Tuesday, June 8, 2021",0,Tanzania
"Wednesday, June 9, 2021",0,Tanzania
"Thursday, June 10, 2021",0,Tanzania
"Friday, June 11, 2021",0,Tanzania
"Saturday, June 12, 2021",0,Tanzania
"Sunday, June 13, 2021",0,Tanzania
"Monday, June 14, 2021",0,Tanzania
"Tuesday, June 15, 2021",0,Tanzania
"Wednesday, June 16, 2021",0,Tanzania
"Thursday, June 17, 2021",0,Tanzania
"Friday, June 18, 2021",0,Tanzania
"Saturday, June 19, 2021",0,Tanzania
"Sunday, June 20, 2021",0,Tanzania
"Monday, June 21, 2021",0,Tanzania
"Tuesday, June 22, 2021",0,Tanzania
"Wednesday, June 23, 2021",0,Tanzania
"Thursday, June 24, 2021",0,Tanzania
"Friday, June 25, 2021",0,Tanzania
"Saturday, June 26, 2021",0,Tanzania
"Sunday, June 27, 2021",0,Tanzania
"Monday, June 28, 2021",0,Tanzania
"Tuesday, June 29, 2021",0,Tanzania
"Wednesday, June 30, 2021",0,Tanzania
"Thursday, July 1, 2021",0,Tanzania
"Friday, July 2, 2021",0,Tanzania
"Saturday, July 3, 2021",0,Tanzania
"Sunday, July 4, 2021",0,Tanzania
"Monday, July 5, 2021",0,Tanzania
"Tuesday, July 6, 2021",0,Tanzania
"Wednesday, July 7, 2021",0,Tanzania
"Thursday, July 8, 2021",0,Tanzania
"Friday, July 9, 2021",0,Tanzania
"Saturday, July 10, 2021",0,Tanzania
"Sunday, July 11, 2021",0,Tanzania
"Monday, July 12, 2021",0,Tanzania
"Tuesday, July 13, 2021",0,Tanzania
"Wednesday, July 14, 2021",0,Tanzania
"Thursday, July 15, 2021",0,Tanzania
"Friday, July 16, 2021",0,Tanzania
"Saturday, July 17, 2021",0,Tanzania
"Sunday, July 18, 2021",0,Tanzania
"Monday, July 19, 2021",0,Tanzania
"Tuesday, July 20, 2021",0,Tanzania
"Wednesday, July 21, 2021",0,Tanzania
"Thursday, July 22, 2021",0,Tanzania
"Friday, July 23, 2021",0,Tanzania
"Saturday, July 24, 2021",0,Tanzania
"Sunday, July 25, 2021",0,Tanzania
"Monday, July 26, 2021",0,Tanzania
"Tuesday, July 27, 2021",0,Tanzania
"Wednesday, July 28, 2021",0,Tanzania
"Thursday, July 29, 2021",0,Tanzania
"Friday, July 30, 2021",0,Tanzania
"Saturday, July 31, 2021",0,Tanzania
"Sunday, August 1, 2021",0,Tanzania
"Monday, August 2, 2021",0,Tanzania
"Tuesday, August 3, 2021",0,Tanzania
"Wednesday, August 4, 2021",0,Tanzania
"Thursday, August 5, 2021",0,Tanzania
"Friday, August 6, 2021",0,Tanzania
"Saturday, August 7, 2021",0,Tanzania
"Saturday, January 9, 2021",0,Haiti
"Sunday, January 10, 2021",0,Haiti
"Monday, January 11, 2021",0,Haiti
"Tuesday, January 12, 2021",0,Haiti
"Wednesday, January 13, 2021",0,Haiti
"Thursday, January 14, 2021",0,Haiti
"Friday, January 15, 2021",0,Haiti
"Saturday, January 16, 2021",0,Haiti
"Sunday, January 17, 2021",0,Haiti
"Monday, January 18, 2021",0,Haiti
"Tuesday, January 19, 2021",0,Haiti
"Wednesday, January 20, 2021",0,Haiti
"Thursday, January 21, 2021",0,Haiti
"Friday, January 22, 2021",0,Haiti
"Saturday, January 23, 2021",0,Haiti
"Sunday, January 24, 2021",0,Haiti
"Monday, January 25, 2021",0,Haiti
"Tuesday, January 26, 2021",0,Haiti
"Wednesday, January 27, 2021",0,Haiti
"Thursday, January 28, 2021",0,Haiti
"Friday, January 29, 2021",0,Haiti
"Saturday, January 30, 2021",0,Haiti
"Sunday, January 31, 2021",0,Haiti
"Monday, February 1, 2021",0,Haiti
"Tuesday, February 2, 2021",0,Haiti
"Wednesday, February 3, 2021",0,Haiti
"Thursday, February 4, 2021",0,Haiti
"Friday, February 5, 2021",0,Haiti
"Saturday, February 6, 2021",0,Haiti
"Sunday, February 7, 2021",0,Haiti
"Monday, February 8, 2021",0,Haiti
"Tuesday, February 9, 2021",0,Haiti
"Wednesday, February 10, 2021",0,Haiti
"Thursday, February 11, 2021",0,Haiti
"Friday, February 12, 2021",0,Haiti
"Saturday, February 13, 2021",0,Haiti
"Sunday, February 14, 2021",0,Haiti
"Monday, February 15, 2021",0,Haiti
"Tuesday, February 16, 2021",0,Haiti
"Wednesday, February 17, 2021",0,Haiti
"Thursday, February 18, 2021",0,Haiti
"Friday, February 19, 2021",0,Haiti
"Saturday, February 20, 2021",0,Haiti
"Sunday, February 21, 2021",0,Haiti
"Monday, February 22, 2021",0,Haiti
"Tuesday, February 23, 2021",0,Haiti
"Wednesday, February 24, 2021",0,Haiti
"Thursday, February 25, 2021",0,Haiti
"Friday, February 26, 2021",0,Haiti
"Saturday, February 27, 2021",0,Haiti
"Sunday, February 28, 2021",0,Haiti
"Monday, March 1, 2021",0,Haiti
"Tuesday, March 2, 2021",0,Haiti
"Wednesday, March 3, 2021",0,Haiti
"Thursday, March 4, 2021",0,Haiti
"Friday, March 5, 2021",0,Haiti
"Saturday, March 6, 2021",0,Haiti
"Sunday, March 7, 2021",0,Haiti
"Monday, March 8, 2021",0,Haiti
"Tuesday, March 9, 2021",0,Haiti
"Wednesday, March 10, 2021",0,Haiti
"Thursday, March 11, 2021",0,Haiti
"Friday, March 12, 2021",0,Haiti
"Saturday, March 13, 2021",0,Haiti
"Sunday, March 14, 2021",0,Haiti
"Monday, March 15, 2021",0,Haiti
"Tuesday, March 16, 2021",0,Haiti
"Wednesday, March 17, 2021",0,Haiti
"Thursday, March 18, 2021",0,Haiti
"Friday, March 19, 2021",0,Haiti
"Saturday, March 20, 2021",0,Haiti
"Sunday, March 21, 2021",0,Haiti
"Monday, March 22, 2021",0,Haiti
"Tuesday, March 23, 2021",0,Haiti
"Wednesday, March 24, 2021",0,Haiti
"Thursday, March 25, 2021",0,Haiti
"Friday, March 26, 2021",0,Haiti
"Saturday, March 27, 2021",0,Haiti
"Sunday, March 28, 2021",0,Haiti
"Monday, March 29, 2021",0,Haiti
"Tuesday, March 30, 2021",0,Haiti
"Wednesday, March 31, 2021",0,Haiti
"Thursday, April 1, 2021",0,Haiti
